"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Site2","Site.match"
2072,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","Oregon","Metiolus-O","US-MTO",1998,5,44.5,-121.62,"1028","None","",NA,"150","","Temperate","Evergreen Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,8.5,530,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1270,885,NA,421.5,NA,NA,NA,NA,132.5,NA,NA,NA,2.1,NA,NA,NA,NA,NA,310,NA,5556,100,"","44.5 -121.62","44.75 -121.75"
2073,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","Oregon","Metiolus-Y","US-MTY",2000,3,44.5,-121.57,"1188","None","",NA,"15","","Temperate","Evergreen Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,7.3,466,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",809,835,NA,312.5,NA,NA,NA,NA,66,NA,NA,NA,1.3,NA,NA,NA,NA,NA,409,NA,6918,100,"","44.5 -121.57","44.75 -121.75"
2074,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","Oregon","Metiolus-C","US-MTC",2001.5,2,44.43,-121.63,"1060","None","",NA,"155","","Temperate","Evergreen Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,8,550,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,410.5,NA,NA,NA,NA,75,NA,NA,NA,2,NA,NA,NA,NA,NA,175,NA,NA,NA,"","44.43 -121.63","44.25 -121.75"
2078,"2009-05-29",2960,"Hibbard",NA,"","BBL","Belgium","","Vielsalm","BE-VIE",1997.5,2,50.3,6,"450","None","",NA,"75","Pseudotsuga menziesii","Temperate","Evergreen Forest","Unmanaged","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,7,1000,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1328,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","50.3 6","50.25 5.75"
2079,"2009-05-29",2960,"Hibbard",NA,"","BBL","Germany","","Weidenbrunnen","DE-WEI",1999,1,50.09,11.52,"772","None","",NA,"112","","Temperate","Evergreen Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,6,1019,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1319,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,142,NA,12875,20,"","50.09 11.52","50.25 11.75"
2080,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","Massachusetts","Harvard Forest","US-HAF",1998,7,42.54,-72.17,"335","None","",NA,"75","","Temperate","Mixed Forest","Natural","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,7.9,1066,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1122,1085,NA,565,NA,NA,NA,NA,201.5,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,6700,60,"","42.54 -72.17","42.75 -72.25"
2081,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","Michigan","University of Michigan Biological Station","US-UMB",1999,3,45.56,-84.71,"234","None","",NA,"90","","Temperate","Mixed Forest","Natural","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,6.2,750,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,586,NA,NA,NA,NA,126.5,NA,NA,NA,3.7,NA,NA,NA,NA,NA,470,NA,1385,15,"","45.56 -84.71","45.75 -84.75"
2082,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","","Willow Creek","US-WIC",1998.5,2,45.8,-90.12,"520","None","",NA,"66","","Temperate","Mixed Forest","Natural","Mixed","Mature","","Dry",NA,NA,NA,NA,NA,4.8,818,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",902,769,NA,264,NA,NA,NA,NA,141,NA,NA,NA,5.4,NA,NA,NA,NA,NA,245,NA,10700,30,"","45.8 -90.12","45.75 -90.25"
2084,"2009-05-29",2960,"Hibbard",NA,"","BBL","France","","Hesse Forest","FR-HEF",1998,5,48.67,7.08,"300","None","",NA,"33.5","","Mediterranean","Deciduous Forest","Unmanaged","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,9.7,950,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1226,914.5,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,7.3,NA,NA,NA,NA,NA,155,NA,7400,NA,"","48.67 7.08","48.75 7.25"
2085,"2009-05-29",2960,"Hibbard",NA,"","BBL","Belgium","","Vielsalm","BE-VLB",1997.5,2,50.3,6,"450","None","",NA,"75","Fagus sylvatica","Temperate","Deciduous Forest","Unmanaged","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,7,1000,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1328,884,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","50.3 6","50.25 5.75"
2088,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","Oregon","Juniper","US-JUN",1999.5,2,44.27,-121.38,"945","None","",NA,"","","Temperate","Savanna","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",734,240,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,1,NA,NA,NA,NA,NA,98,NA,1344,10,"","44.27 -121.38","44.25 -121.25"
2091,"2009-05-29",2960,"Hibbard",NA,"","BBL","USA","","Tonzi","US-TON",2001.5,2,38.43,-120.97,"177","None","",NA,"","","Mediterranean","Savanna","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,16.3,559,NA,NA,"","IRGA",NA,6.5,NA,"",NA,NA,"",488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,4847,30,"","38.43 -120.97","38.25 -120.75"
2096,"2009-05-29",2962,"Hirano",NA,"","BBL","Japan","","Tomakomai Experimental Forest","JP-TEF",2000.5,1,42.4,141.4,"70","None","",NA,"","Quercus mongolica; Magnolia obovata; Ulmus davidiana; Acer mono; Carpinus cordata","Temperate","Deciduous Forest","Natural","Deciduous","Aggrading","Volcanogenous regosol","Dry",NA,NA,NA,NA,NA,6.5,1200,NA,NA,"","Gradient",NA,NA,176.63,"",0.1,0.5,"",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","42.4 141.4","42.75 141.25"
2097,"2009-05-18",4230,"Bonal",NA,"Q01","BBL","France","French Guyana","Paracou","GF-PAR",2005,1,5.28,-52.91,"","None","",NA,"","Mix","Tropical","Others","Natural","","Mature","Acrisol with ultisols","Dry",NA,NA,48,9,43,25.7,3041,NA,NA,"","IRGA",NA,NA,NA,"",0.1,1,"",1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3730.3,3591.6,NA,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure and text","5.28 -52.91","5.25 -52.75"
2098,"2009-05-18",4225,"Biasi",NA,"","BBL","Finland","Tuupovaara","Linnansuo","FI-LIN",2006,1,62.5,30.5,"110","Fertilized, lime","350 kg/ha NPK; 101 gC/m2",NA,"4","Phalaris arundinacea","Boreal","Agriculture","Managed","Deciduous","Aggrading","Organic","Dry",NA,NA,NA,NA,NA,2.1,669,NA,NA,"","IRGA",NA,NA,NA,"",30,0.5,"",336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","62.5 30.5","62.75 30.25"
2107,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Italy","","Amplero, Abruzzi","IT-AMA",2003,3,41.9,13.6,"900","Cut, grazed","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Clay (Haplic phaeozem)","Dry",NA,NA,NA,NA,NA,10,1365,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1305,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,63,NA,NA,NA,NA,5420,NA,NA,"","41.9 13.6","41.75 13.75"
2108,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Spain","","Alinya","ES-ALI",2003.5,2,42.2,1.45,"1765","None","",NA,"","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Sandy clay (Lythic cryrendoll)","Dry",NA,NA,NA,NA,NA,6.5,700,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",494,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,"","42.2 1.45","42.25 1.25"
2109,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Italy","","Monte Bondone","IT-MOB",2003,3,46.03,11.12,"1550","Cut","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Loam (Hapludalf)","Dry",NA,NA,NA,NA,NA,5.5,1189,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1743,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,143,NA,NA,NA,NA,8120,NA,NA,"","46.03 11.12","46.25 11.25"
2112,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Switzerland","","Oensingen extensive","CH-OSE",2003.5,2,47.28,7.73,"450","Cut","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Stagnic cambisol","Dry",NA,NA,NA,NA,NA,9,1200,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1988,1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,245,NA,NA,NA,NA,5990,NA,NA,"","47.28 7.73","47.25 7.75"
2113,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Austria","","Stubai 1","AT-STU1",2004,5,47.28,11.53,"970","Cut, fertilized","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Sandy loam (Fluvisol)","Dry",NA,NA,NA,NA,NA,6.3,850,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1792,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,225,NA,NA,NA,NA,5890,NA,NA,"","47.28 11.53","47.25 11.75"
2115,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Austria","","Stubai 3","AT-STU3",2003,3,47.28,11.53,"1960","None","",NA,"","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Dystric cambisol)","Dry",NA,NA,NA,NA,NA,3,1097,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",729,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,79,NA,NA,NA,NA,NA,NA,NA,"","47.28 11.53","47.25 11.75"
2116,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Austria","","Berchtesgaden 1","AT-BTG1",2003,1,47.62,12.58,"620","None","",NA,"","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Cambisol","Dry",NA,NA,NA,NA,NA,8.3,1665,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1378,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,350,NA,NA,NA,NA,2900,NA,NA,"","47.62 12.58","47.75 12.75"
2117,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Austria","","Berchtesgaden 2","AT-BTG2",2003,1,47.62,12.58,"620","None","",NA,"","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Cambisol","Dry",NA,NA,NA,NA,NA,8.3,1665,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",907,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,104,NA,NA,NA,NA,3100,NA,NA,"","47.62 12.58","47.75 12.75"
2118,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Austria","","Berchtesgaden 3","AT-BTG3",2003,1,47.62,12.58,"620","Cut, fertilized, grazed","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Cambisol","Dry",NA,NA,NA,NA,NA,8.3,1665,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1070,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,150,NA,NA,NA,NA,3100,NA,NA,"","47.62 12.58","47.75 12.75"
2123,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Ireland","","Carlow","IE-CAR",2003,3,52.84,-6.9,"50","Cut, fertilized","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Sandy clay loam (Calclc luvisol)","Dry",NA,NA,NA,NA,NA,10.1,974,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1166,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,340,NA,NA,NA,NA,NA,NA,NA,"","52.84 -6.9","52.75 -6.75"
2124,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","United Kingdom","","Auchencorth Moss","GB-AUM",2003.5,2,55.79,-3.4,"270","None","",NA,"","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,8,970,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",529,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","55.79 -3.4","55.75 -3.25"
2125,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","United Kingdom","","Cow Park","GB-COP",2003,1,55.52,-3.2,"200","Cut, fertilized","",NA,"1","Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Aggrading","Clay loam (Gleysol)","Dry",NA,NA,NA,NA,NA,8.3,849,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",1246,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,270,NA,NA,NA,NA,NA,NA,NA,"","55.52 -3.2","55.75 -3.25"
2126,"2009-05-19",4212,"Bahn",NA,"Q16","BBL","Finland","","Varriö","FI-VAR",2002.5,2,67.72,29.6,"480","None","",NA,"","Grasses (mix)","Boreal","Grassland","Natural","Deciduous","Mature","Sand","Dry",NA,NA,NA,NA,NA,-1,500,NA,NA,"","IRGA",NA,3,314,"",0.1,1,"",58,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,2500,NA,NA,"","67.72 29.6","67.75 29.75"
2131,"2009-05-21",4192,"Mast",NA,"","BBL","USA","Colorado","Loch Vale","US-LOV-DRY",1995,2.5,40.3,-105.67,"3200","None","",NA,"","Picea engelmannii; Abies lasioscarpa","Temperate","Evergreen Forest","Natural","Evergreen","Mature","Cryoboralfs","Dry",NA,NA,NA,NA,NA,NA,1000,NA,NA,"","IRGA",NA,5,3575,"",21,0.5,"",1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","40.3 -105.67","40.25 -105.75"
2132,"2009-05-21",4192,"Mast",NA,"","BBL","USA","Colorado","Loch Vale","US-LOV-MOIST",1995,2.5,40.3,-105.67,"3200","None","",NA,"","Sphagnum spp.; Deschampsia cespitos; Phleum commutatum","Temperate","Wetland","Natural","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,NA,1000,NA,NA,"","IRGA",NA,5,3575,"",21,0.5,"",1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","40.3 -105.67","40.25 -105.75"
2133,"2009-05-21",4192,"Mast",NA,"","BBL","USA","Colorado","Loch Vale","US-LOV-SAT",1995,2.5,40.3,-105.67,"3200","None","",NA,"","Carex utriculata; Juncas articus","Temperate","Wetland","Natural","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,NA,1000,NA,NA,"","IRGA",NA,5,3575,"",21,0.5,"",1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","40.3 -105.67","40.25 -105.75"
2134,"2009-05-30",3017,"Lee",NA,"","BBL","Japan","","Takayama Experimental Field Station","JP-TEF",2000.5,2,36.13,137.43,"1430","None","",NA,"40","Quercus crispula; Betula ermanii","Temperate","Deciduous Forest","Natural","Deciduous","Aggrading","Brown forest soil (Dystric Cambisols)","Dry",NA,NA,NA,NA,NA,6.1,2175,NA,NA,"","IRGA",NA,2.5,346,"",30,0.67,"Exclusion",1060,NA,NA,NA,480,580,0.45,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","36.13 137.43","36.25 137.25"
2141,"2009-06-04",3068,"Ngao",NA,"","BBL","France","","Hesse Forest","FR-HEF",2002,1,48.67,7.08,"305","None","",NA,"35","Fagus sylvatica","Temperate","Deciduous Forest","Natural","Deciduous","Aggrading","Stagnic cambisol","Dry",NA,NA,NA,NA,NA,10.5,1150,NA,NA,"","IRGA",NA,NA,NA,"",30,0.63,"",980,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,92,211,NA,NA,NA,"","48.67 7.08","48.75 7.25"
2142,"2009-06-06",3045,"Melling",NA,"","BBL","Malaysia","Sarawak","F","MY-MDS-F",2002.5,1,2.82,111.85,"","None","",NA,"","Gonstylus bancanus; Shorea albida; Dactylocladus stenostachys; Drybalanops rappa","Tropical","Evergreen Forest","Natural","Evergreen","Mature","Typic Tropofibrists / Fibric Histosols","Wet",0.15,27.24,NA,NA,NA,NA,2163,NA,27.2,"","IRGA",25,3,314,"",30,1,"",2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2.82 111.85","2.75 111.75"
2143,"2009-06-06",3045,"Melling",NA,"","BBL","Malaysia","Sarawak","S","MY-MDS-S",2002.5,1,2.78,111.83,"","None","",NA,"4","Metroxylon sagu","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Tropofibrists / Fibric Histosols","Dry",0.16,22.63,NA,NA,NA,NA,2928,NA,32.1,"","IRGA",25,3,314,"",30,1,"",1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2.78 111.83","2.75 111.75"
2144,"2009-06-06",3045,"Melling",NA,"","BBL","Malaysia","Sarawak","P","MY-MDS-P",2002.5,1,2.82,111.93,"","Fertilized","",NA,"4","Elaeis guineensis","Tropical","Evergreen Forest","Managed","Evergreen","Aggrading","Typic Tropofibrists / Fibric Histosols","Dry",0.2,23.43,NA,NA,NA,NA,2471,NA,30.5,"","IRGA",25,3,314,"",30,1,"",1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2.82 111.93","2.75 111.75"
2152,"2009-06-10",3026,"Li",NA,"","BBL","USA","Puerto Rico","Luquillo Experimental Forest-Guzman","US-LEF-SF",1996.5,1,18.3,-65.83,"400","None","",NA,"20","Pinus caribeae","Tropical","Others","Managed","","Aggrading","Mixed isothermic Tropohumult","Dry",0.61,NA,NA,NA,NA,22.3,3920,NA,NA,"","Alkali absorption",20,2,102.5,"",60,0.92,"",847,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,479.5,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,786,5590,25,"","18.3 -65.83","18.25 -65.75"
2153,"2009-06-10",3026,"Li",NA,"","BBL","USA","Puerto Rico","Luquillo Experimental Forest-Guzman","US-LEF-PLA",1996.5,1,18.3,-65.83,"400","None","",NA,"20","Myrcia splendens; Miconia prasina; Casearia arborea","Tropical","Others","Natural","","Aggrading","Mixed isothermic Tropohumult","Dry",0.55,NA,NA,NA,NA,22.3,3920,NA,NA,"","Alkali absorption",20,2,102.5,"",60,0.92,"",967,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,390.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,5680,25,"","18.3 -65.83","18.25 -65.75"
2154,"2009-06-10",3052,"Mo",NA,"Q03","BBL","Japan","","Takayama Experimental Field Station","JP-TEF",2000.5,4,36.13,137.42,"1420","None","",NA,"","Quercus crispula; Betula ermanii","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Brown forest soil (Dystric Cambisols)","Dry",NA,NA,NA,NA,NA,7.2,2275,NA,7.1,"1945","IRGA",15,NA,346.19,"",21,1,"",726,NA,36,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Topography-corrected","36.13 137.42","36.25 137.25"
2155,"2009-06-10",3052,"Mo",NA,"Q03,Q10","BBL","Japan","","Takayama Experimental Field Station","JP-TEF",1999,1,36.13,137.42,"1420","None","",NA,"","Quercus crispula; Betula ermanii","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Brown forest soil (Dystric Cambisols)","Dry",NA,NA,NA,NA,NA,7.2,2275,NA,7.3,"2304","IRGA",15,NA,346.19,"",21,1,"",906,NA,42,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not corrected for topography","36.13 137.42","36.25 137.25"
2156,"2009-06-10",3052,"Mo",NA,"Q03,Q10","BBL","Japan","","Takayama Experimental Field Station","JP-TEF",2000,1,36.13,137.42,"1420","None","",NA,"","Quercus crispula; Betula ermanii","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Brown forest soil (Dystric Cambisols)","Dry",NA,NA,NA,NA,NA,7.2,2275,NA,7.1,"1912","IRGA",15,NA,346.19,"",21,1,"",821,NA,42,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not corrected for topography","36.13 137.42","36.25 137.25"
2157,"2009-06-10",3052,"Mo",NA,"Q03,Q10","BBL","Japan","","Takayama Experimental Field Station","JP-TEF",2001,1,36.13,137.42,"1420","None","",NA,"","Quercus crispula; Betula ermanii","Temperate","Deciduous Forest","Natural","Deciduous","Mature","Brown forest soil (Dystric Cambisols)","Dry",NA,NA,NA,NA,NA,7.2,2275,NA,6.9,"1651","IRGA",15,NA,346.19,"",21,1,"",870,NA,42,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not corrected for topography","36.13 137.42","36.25 137.25"
